Id,SalePrice
1461,233577.17867636576
1462,293594.12574503873
1463,296394.2871677146
1464,307298.14572420844
1465,303128.0170846485
1466,289733.7203900847
1467,291338.3853092609
1468,272346.7443082697
1469,318206.848638232
1470,219551.1283536437
1471,324847.4288861475
1472,220329.7729320246
1473,209341.89049477436
1474,255660.7970993387
1475,217125.34713136434
1476,476603.3037532959
1477,365957.73057495925
1478,416242.272077517
1479,413905.22424183495
1480,508071.3905785858
1481,403262.1687115763
1482,329096.6153858902
1483,305524.3695818628
1484,283386.6530389174
1485,314088.5717621761
1486,327020.41302082594
1487,413787.61280091363
1488,356831.2357010197
1489,307533.7166055499
1490,372462.69019653776
1491,334957.28864806204
1492,209157.24891064205
1493,304237.8244345875
1494,406509.00277437473
1495,394186.3011937395
1496,367306.8279384704
1497,286122.0229233779
1498,284661.82389479526
1499,280147.8745195359
1500,272935.61908752786
1501,296889.4935647012
1502,260650.1203393839
1503,407081.1019464495
1504,353457.4476487489
1505,342717.43751191266
1506,313473.5412324393
1507,376932.3258655093
1508,328105.55958846107
1509,262589.8254208601
1510,259476.4033219176
1511,278316.19019225874
1512,297435.35246094083
1513,266654.6114684036
1514,272186.2745791371
1515,323585.8456883698
1516,286650.1353949449
1517,284849.4495922708
1518,238776.16692531435
1519,351907.4792534377
1520,239942.52952580957
1521,254651.1676690954
1522,307633.81938667444
1523,199729.3224685814
1524,240268.24913264537
1525,223445.76112145014
1526,224193.18044125978
1527,201410.22397502314
1528,250211.0348225005
1529,268024.3064749378
1530,316941.9055101835
1531,237113.9460697007
1532,227060.4016866926
1533,282437.3776518674
1534,255483.35190715236
1535,291240.6906238543
1536,230652.02885981742
1537,155521.32052140936
1538,291881.2220084019
1539,366050.5373054246
1540,240703.09549725062
1541,269773.41883307794
1542,271502.0368410208
1543,321351.93429361505
1544,198397.67116178662
1545,215949.65156060987
1546,247893.37301523448
1547,266389.8619569217
1548,246645.27602916668
1549,223776.45896826274
1550,247387.70311821753
1551,260279.91311892346
1552,260073.5378712546
1553,291843.89977161697
1554,222307.5786587038
1555,306334.11085719825
1556,191318.7247758714
1557,256803.5927144119
1558,227907.40816680278
1559,185651.96335147394
1560,258612.4824835196
1561,258404.3408668574
1562,240842.10617222477
1563,233649.3117005796
1564,279817.88235606696
1565,254134.24080485196
1566,367938.70051513624
1567,192501.12973095174
1568,363998.01383000566
1569,250152.13138890843
1570,251053.37058587855
1571,215912.83938258083
1572,261603.2004719306
1573,378575.0901940474
1574,232626.66544016424
1575,367012.89827508596
1576,372669.59058895096
1577,305994.8954754041
1578,279446.96525299153
1579,241353.4987901383
1580,308017.6410309953
1581,280918.3157483355
1582,228844.29481805992
1583,413841.3111872826
1584,348478.68084549136
1585,263564.3252487405
1586,169308.61154225952
1587,216907.3914708661
1588,275791.11938770534
1589,209713.7854268214
1590,248445.40378529922
1591,183524.61770437905
1592,264086.29557833227
1593,234744.486192896
1594,220855.8057959201
1595,224917.56184942118
1596,346939.122835956
1597,291509.00353028317
1598,309162.59982935817
1599,301714.40742480184
1600,298280.9480269045
1601,156971.30205249766
1602,230686.7005025082
1603,184404.38884339487
1604,392606.4030178493
1605,369822.08672558004
1606,286822.57711791893
