Id,SalePrice
1461,233061.2084669378
1462,292735.08260445273
1463,295887.156699618
1464,306773.86611910164
1465,302607.1174331502
1466,289212.13710439106
1467,290862.99881402164
1468,271807.1693223349
1469,317703.7349983824
1470,219024.15689357882
1471,324348.3506677237
1472,219758.76826020668
1473,208800.79424254253
1474,255147.95577384112
1475,216619.79694241763
1476,476052.12886852166
1477,365421.19192227564
1478,415727.9746517746
1479,413382.7449066376
1480,507495.26929376484
1481,402722.2524324667
1482,328574.8268112149
1483,304994.10237365076
1484,282860.87274993095
1485,313533.7760585853
1486,326500.2958959207
1487,413262.4816396175
1488,356310.2593802657
1489,307017.2453180854
1490,371921.90791487676
1491,334421.89205382904
1492,208626.68649360913
1493,303699.98391950945
1494,405955.4746006556
1495,393683.9167713751
1496,366792.20967129373
1497,285584.7421814129
1498,284072.79817370686
1499,279594.71639799903
1500,272345.7716507211
1501,296353.469222157
1502,260135.65641184524
1503,406510.60101463296
1504,352940.2123687867
1505,342191.51092706696
1506,312932.74484113825
1507,376443.0715283206
1508,327603.7337338897
1509,262081.07231322263
1510,258932.39152365187
1511,277786.82903778215
1512,296891.7790885714
1513,266007.1723968273
1514,271687.1615740282
1515,323050.2850242754
1516,286114.9883193447
1517,284365.2576008739
1518,238282.59604364604
1519,351379.4095825199
1520,239431.66415280517
1521,254142.478512088
1522,307082.8981554354
1523,199182.63059492258
1524,239748.3924000612
1525,222960.51367556895
1526,223650.30012183933
1527,200883.18572391162
1528,249704.91401587456
1529,267488.8517635646
1530,316366.2420879678
1531,236515.28509143213
1532,226518.28390812685
1533,281865.4542669112
1534,254944.48848328664
1535,290763.424163136
1536,230131.6263608113
1537,155032.4412822754
1538,291389.59579316573
1539,365515.5914402453
1540,240247.48361824418
1541,269261.6217519335
1542,270992.8005710713
1543,320882.71048550605
1544,197820.80393958863
1545,215455.48927248165
1546,247340.5910877691
1547,265814.13667386665
1548,246142.36459078317
1549,223256.82290107518
1550,246848.26635937626
1551,259784.46770150692
1552,259606.7552635278
1553,291309.2412825343
1554,221822.27918576653
1555,305800.3610027231
1556,190805.7980861545
1557,256272.86701543
1558,227388.1846460433
1559,185192.14706294128
1560,258112.29145709553
1561,257907.2464817445
1562,240308.3001653827
1563,233133.92478898366
1564,279305.41585805593
1565,253626.90149151214
1566,367439.94171155413
1567,191994.7519363624
1568,363451.4263231072
1569,249615.81935200133
1570,250502.33325554495
1571,215382.01250472653
1572,261097.76037988966
1573,378052.5705893665
1574,232119.61767173943
1575,366448.3548782132
1576,372135.69903483405
1577,305479.97610927414
1578,278918.8118959408
1579,240841.4779937821
1580,307516.0632590098
1581,280368.3312586605
1582,228317.47165525221
1583,413325.5402080671
1584,347972.5221258927
1585,263040.87736233335
1586,168777.51655452445
1587,216383.92052799682
1588,275290.1953539044
1589,209195.13668145787
1590,247915.11902060924
1591,183010.33136960317
1592,263541.0175953016
1593,234176.74734216544
1594,220349.71281064322
1595,224393.2154802946
1596,346484.2034865138
1597,291033.22986066295
1598,308636.9939812874
1599,301189.80032155645
1600,297756.2878769038
1601,156438.41087235103
1602,230133.7628572701
1603,184173.19625617337
1604,392079.7329811024
1605,369311.3932406343
1606,286304.49429285224
1607,282644.03613057354
1608,333438.7106857037
1609,314111.1484582316
1610,264770.56433356897
1611,250800.06818685925
1612,311823.76223601407
1613,289288.58367055666
1614,248861.96108422242
1615,191259.32004488836
1616,165062.39165055996
1617,183451.27437234673
1618,223468.27375623962
1619,265420.878911506
1620,268334.5316577305
1621,253580.05108466995
1622,267739.3400360968
1623,386127.80997179786
1624,350515.81895185914
1625,245974.55208883827
1626,302907.87653283414
1627,305955.77109335415
1628,402629.72724428173
1629,278286.34914084105
1630,421273.15324575605
1631,323936.5528890704
1632,345506.65711208025
1633,291542.2806200655
1634,297636.7318692664
1635,297875.83626831707
1636,267843.80193467037
1637,314806.84561234387
1638,317395.1165440668
1639,301409.2414963681
1640,379931.67363748443
1641,302023.0788484827
1642,366957.2469419141
1643,333591.2695389157
1644,347457.2411698709
1645,349834.5917782597
1646,281964.6923920057
1647,277657.22538729274
1648,247031.2697818772
1649,253143.79628055784
1650,206922.06803181279
1651,216566.41178193176
1652,213087.2323118106
1653,218682.55920594744
1654,258167.66111000683
1655,255680.1378541163
1656,245378.18473588856
1657,256690.59425912736
1658,254245.98190698406
1659,219347.5425321462
1660,251156.34318353632
1661,541163.8757363027
1662,464309.4377342303
1663,483695.07882547675
1664,520653.3909365755
1665,443383.546421004
1666,431406.0649820969
1667,472254.0140737875
1668,471267.1627620037
1669,429495.3011052341
1670,467106.7855238792
1671,388014.9694381518
1672,472396.6677002984
1673,409596.968753444
1674,365394.5155579758
1675,330068.28197614057
1676,329956.5875218982
1677,342187.3039054359
1678,521310.1303542836
1679,457345.49159384787
1680,436788.13992670516
1681,396067.2752768751
1682,423433.9166104766
1683,309402.8005968651
1684,306789.5131357883
1685,304381.3714551573
1686,287788.68278939434
1687,294488.5271511655
1688,318312.85821639025
1689,324051.56854187604
1690,325829.94830241846
1691,305078.9782897093
1692,392440.37289370893
1693,296211.35744229215
1694,289761.7041618344
1695,272649.6559745075
1696,388375.2602199109
1697,271751.71927201736
1698,439442.87230493786
1699,409083.14548430336
1700,367610.6054820822
1701,392595.32644406124
1702,370833.63299182453
1703,366136.5690218831
1704,403202.2924956271
1705,385622.0143740853
1706,477858.444253961
1707,334621.0687655755
1708,326194.3579599807
1709,387428.8195338667
1710,342732.8310134109
1711,399266.68080529687
1712,369769.66900924116
1713,397355.7938578249
1714,342910.86245802976
1715,318662.6330552929
1716,311365.4465917526
1717,296416.9070101889
1718,251325.67467638466
1719,342763.2017012208
1720,375139.6965739282
1721,306772.23795158556
1722,251209.13862740473
1723,290336.4380242234
1724,327846.07870133093
1725,355959.8425119515
1726,309184.0609351512
1727,278137.21445534664
1728,306679.1115344681
1729,276306.53631493996
1730,265431.8950204521
1731,238802.57553716702
1732,238516.81574923353
1733,223513.66099114425
1734,233240.43007744226
1735,250429.88509441045
1736,211278.64885918895
1737,404834.8140068709
1738,354992.34001554054
1739,369518.1760101399
1740,336594.46977125725
1741,318543.3347624798
1742,291457.66450557153
1743,302729.71993997507
1744,448154.0178603516
1745,352798.79431134235
1746,313607.02917891066
1747,336378.30977338884
1748,332083.25863661664
1749,272620.59134362015
1750,254495.5480125032
1751,377033.5673384198
1752,214645.8953662052
1753,277154.9369295047
1754,322602.359332516
1755,310238.7964299776
1756,234688.61387591079
1757,224869.08821481036
1758,253374.3484972953
1759,279241.29504462396
1760,275131.28599019104
1761,285607.31575381994
1762,281171.77220808866
1763,296505.3118576153
1764,213432.4725801164
1765,314150.5815669305
1766,311324.85081853205
1767,354495.2526768796
1768,264259.24656203296
1769,293946.2302231052
1770,286512.92615367455
1771,223677.06250146334
1772,256162.08970275137
1773,234399.4932972201
1774,255341.72182546655
1775,248524.24146996488
1776,242839.04014855088
1777,229058.32686820196
1778,268088.48752734443
1779,243400.4526729806
1780,291559.07299259485
1781,234040.41159892903
1782,172347.73298686332
1783,252534.02269670294
1784,227428.86493194645
1785,253090.63233832922
1786,250935.70711068367
1787,298427.3393143423
1788,192084.3105606336
1789,221008.35203070194
1790,181620.663819935
1791,320151.70986217813
1792,284120.6150916209
1793,260828.44166188713
1794,293847.3996634827
1795,264071.225026312
1796,253682.82997020544
1797,248281.8774808665
1798,221078.01848752797
1799,209869.4221706453
1800,230834.16514269146
1801,235519.007062426
1802,245341.59764569724
1803,264089.639575221
1804,256919.09068085405
1805,259314.45072959329
1806,242782.11133265373
1807,287100.8269504928
1808,253162.0313051965
1809,248563.73734116834
1810,255890.86565047794
1811,245078.61978856917
1812,231962.8459371431
1813,234342.9217892345
1814,209239.26805271514
1815,144158.422267159
1816,240269.68729374988
1817,250240.5153432039
1818,320543.225311893
1819,236717.82234165567
1820,164521.02865713122
1821,246343.9041467023
1822,276864.22974997375
1823,166191.60700545978
1824,249595.32566596894
1825,246479.7567164757
1826,199044.288659433
1827,197230.69642982425
1828,244135.39842834353
1829,244607.29900646076
1830,276992.842844961
1831,269797.50885137677
1832,194250.34998612467
1833,257488.51224081422
1834,238477.4642731275
1835,258180.49405617153
1836,239214.9995600428
1837,210011.53705072333
1838,250591.00641927286
1839,230664.92891319832
1840,264106.7134630722
1841,238624.35702287167
1842,193314.5726922549
1843,244289.8323453324
1844,239247.531029273
1845,241611.73631788068
1846,271962.04264558887
1847,265564.00536715746
1848,145176.91271865412
1849,225391.5401446519
1850,222648.89232245504
1851,273167.11532500514
1852,234609.25350986214
1853,251786.2202846817
1854,303624.9099484824
1855,269720.4253660091
1856,349269.96906100475
1857,265179.02174682036
1858,238367.5361848935
1859,201409.7152857471
1860,267572.66299488244
1861,206145.6906454384
1862,387734.396477223
1863,379705.7575817483
1864,379740.56336492085
1865,477211.1023546089
